case_id,child_id,episode_id,note_date,note_type,note_text,author
95.0,306,137,2022-11-03,assessment,Case review meeting held with team. Progress toward goals noted.,A. Williams
95.0,306,137,2023-11-29,assessment,Case review meeting held with team. Progress toward goals noted.,A. Williams
295.0,306,137,2024-06-03,assessment,Parent-child visit supervised. Positive interaction observed.,M. Johnson
95.0,306,137,2022-12-30,assessment,Monthly visit conducted. Child is adjusting well to school.,J. Smith
295.0,306,137,2023-11-30,visit,Court hearing scheduled for next month regarding permanency.,R. Davis
76.0,306,137,2023-05-24,court,Safety concerns noted during home visit. Follow-up required.,M. Johnson
76.0,306,137,2024-04-05,assessment,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
,212,138,2024-05-09,assessment,Parent-child visit supervised. Positive interaction observed.,A. Williams
,212,138,2023-09-02,assessment,Educational needs assessment conducted. IEP recommended.,J. Smith
,212,138,2024-08-24,visit,Educational needs assessment conducted. IEP recommended.,M. Johnson
,212,138,2024-08-29,visit,Educational needs assessment conducted. IEP recommended.,K. Brown
,212,138,2024-09-17,assessment,Parent-child visit supervised. Positive interaction observed.,K. Brown
,212,138,2023-12-11,visit,Court hearing scheduled for next month regarding permanency.,R. Davis
,212,138,2023-12-08,assessment,Parent-child visit supervised. Positive interaction observed.,J. Smith
,212,138,2024-12-18,review,Safety concerns noted during home visit. Follow-up required.,A. Williams
,212,138,2024-10-04,assessment,Parent-child visit supervised. Positive interaction observed.,J. Smith
,87,139,2024-08-09,court,Medical examination completed. All immunizations up to date.,J. Smith
,87,139,2024-06-27,visit,Initial assessment completed. Child appears safe in current placement.,K. Brown
,87,139,2024-04-13,service,Monthly visit conducted. Child is adjusting well to school.,A. Williams
,87,139,2023-12-13,court,Monthly visit conducted. Child is adjusting well to school.,K. Brown
,87,139,2025-08-01,court,Parent-child visit supervised. Positive interaction observed.,J. Smith
,87,139,2025-07-29,service,Educational needs assessment conducted. IEP recommended.,J. Smith
,87,139,2023-06-20,court,Initial assessment completed. Child appears safe in current placement.,M. Johnson
,87,139,2023-04-28,assessment,Case review meeting held with team. Progress toward goals noted.,J. Smith
90.0,155,140,2025-09-20,assessment,Educational needs assessment conducted. IEP recommended.,J. Smith
90.0,155,140,2024-06-08,court,Safety concerns noted during home visit. Follow-up required.,R. Davis
90.0,155,140,2025-06-05,service,Court hearing scheduled for next month regarding permanency.,M. Johnson
90.0,155,140,2025-09-20,assessment,Safety concerns noted during home visit. Follow-up required.,J. Smith
90.0,155,140,2024-09-20,service,Parent-child visit supervised. Positive interaction observed.,A. Williams
,223,141,2025-04-08,court,Case review meeting held with team. Progress toward goals noted.,A. Williams
,223,141,2024-04-20,visit,Safety concerns noted during home visit. Follow-up required.,J. Smith
,223,141,2025-07-16,visit,Court hearing scheduled for next month regarding permanency.,K. Brown
,223,141,2024-05-08,review,Child expressed desire to maintain contact with siblings.,R. Davis
,223,141,2025-09-10,assessment,Court hearing scheduled for next month regarding permanency.,J. Smith
,223,141,2024-04-06,court,Parent-child visit supervised. Positive interaction observed.,J. Smith
,223,141,2025-05-25,visit,Monthly visit conducted. Child is adjusting well to school.,K. Brown
,223,141,2025-07-10,service,Medical examination completed. All immunizations up to date.,K. Brown
,223,141,2024-08-06,review,Initial assessment completed. Child appears safe in current placement.,A. Williams
259.0,185,142,2026-12-28,assessment,Safety concerns noted during home visit. Follow-up required.,R. Davis
259.0,185,142,2026-05-29,service,Educational needs assessment conducted. IEP recommended.,R. Davis
259.0,185,142,2025-06-16,assessment,Medical examination completed. All immunizations up to date.,M. Johnson
259.0,185,142,2025-02-27,visit,Monthly visit conducted. Child is adjusting well to school.,K. Brown
259.0,185,142,2025-12-10,assessment,Parent-child visit supervised. Positive interaction observed.,A. Williams
259.0,185,142,2025-05-24,court,Educational needs assessment conducted. IEP recommended.,R. Davis
259.0,185,142,2025-11-08,court,Child expressed desire to maintain contact with siblings.,A. Williams
259.0,185,142,2025-03-04,service,Initial assessment completed. Child appears safe in current placement.,M. Johnson
259.0,185,142,2025-05-19,assessment,Initial assessment completed. Child appears safe in current placement.,M. Johnson
259.0,185,142,2025-04-07,court,Initial assessment completed. Child appears safe in current placement.,R. Davis
,101,143,2024-07-23,court,Parent-child visit supervised. Positive interaction observed.,R. Davis
,101,143,2024-05-04,service,Parent-child visit supervised. Positive interaction observed.,K. Brown
,101,143,2024-12-11,court,Medical examination completed. All immunizations up to date.,K. Brown
,101,143,2023-07-14,court,Medical examination completed. All immunizations up to date.,A. Williams
,101,143,2024-02-24,assessment,Therapeutic services initiated. Child responding well to counseling.,A. Williams
,101,143,2025-06-19,service,Medical examination completed. All immunizations up to date.,K. Brown
,101,143,2025-01-23,visit,Safety concerns noted during home visit. Follow-up required.,R. Davis
,101,143,2023-12-10,visit,Safety concerns noted during home visit. Follow-up required.,K. Brown
,101,143,2025-01-01,visit,Medical examination completed. All immunizations up to date.,M. Johnson
,101,143,2023-06-20,assessment,Educational needs assessment conducted. IEP recommended.,J. Smith
,486,144,2025-02-03,court,Court hearing scheduled for next month regarding permanency.,A. Williams
,486,144,2024-05-30,service,Child expressed desire to maintain contact with siblings.,R. Davis
,486,144,2023-10-13,review,Court hearing scheduled for next month regarding permanency.,K. Brown
,486,144,2025-11-06,review,Parent-child visit supervised. Positive interaction observed.,M. Johnson
53.0,412,145,2023-12-21,court,Medical examination completed. All immunizations up to date.,R. Davis
53.0,412,145,2024-05-07,review,Safety concerns noted during home visit. Follow-up required.,R. Davis
53.0,412,145,2024-07-26,court,Court hearing scheduled for next month regarding permanency.,J. Smith
53.0,412,145,2025-10-30,review,Parent-child visit supervised. Positive interaction observed.,M. Johnson
260.0,412,145,2025-06-09,assessment,Therapeutic services initiated. Child responding well to counseling.,J. Smith
260.0,412,145,2025-01-17,service,Medical examination completed. All immunizations up to date.,K. Brown
251.0,70,146,2025-05-25,assessment,Therapeutic services initiated. Child responding well to counseling.,J. Smith
251.0,70,146,2024-04-17,review,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
65.0,70,146,2025-10-20,visit,Child expressed desire to maintain contact with siblings.,M. Johnson
251.0,70,146,2024-06-27,assessment,Parent-child visit supervised. Positive interaction observed.,K. Brown
251.0,70,146,2024-07-13,service,Case review meeting held with team. Progress toward goals noted.,M. Johnson
251.0,70,146,2024-10-12,visit,Parent-child visit supervised. Positive interaction observed.,A. Williams
251.0,70,146,2024-06-23,visit,Case review meeting held with team. Progress toward goals noted.,M. Johnson
251.0,70,146,2024-08-29,assessment,Therapeutic services initiated. Child responding well to counseling.,A. Williams
65.0,70,146,2024-02-12,review,Therapeutic services initiated. Child responding well to counseling.,R. Davis
251.0,70,146,2024-05-16,assessment,Educational needs assessment conducted. IEP recommended.,A. Williams
219.0,246,147,2025-07-11,assessment,Monthly visit conducted. Child is adjusting well to school.,A. Williams
219.0,246,147,2024-10-08,service,Therapeutic services initiated. Child responding well to counseling.,J. Smith
219.0,246,147,2025-10-06,service,Case review meeting held with team. Progress toward goals noted.,M. Johnson
219.0,246,147,2025-05-16,assessment,Medical examination completed. All immunizations up to date.,J. Smith
207.0,150,148,2025-04-03,assessment,Educational needs assessment conducted. IEP recommended.,K. Brown
207.0,150,148,2024-03-27,visit,Therapeutic services initiated. Child responding well to counseling.,A. Williams
207.0,150,148,2023-04-14,service,Therapeutic services initiated. Child responding well to counseling.,A. Williams
207.0,150,148,2022-05-04,visit,Educational needs assessment conducted. IEP recommended.,M. Johnson
95.0,167,149,2024-04-12,court,Monthly visit conducted. Child is adjusting well to school.,K. Brown
95.0,167,149,2025-03-26,review,Medical examination completed. All immunizations up to date.,K. Brown
95.0,167,149,2023-10-12,review,Monthly visit conducted. Child is adjusting well to school.,R. Davis
95.0,167,149,2023-12-05,assessment,Safety concerns noted during home visit. Follow-up required.,R. Davis
95.0,167,149,2025-07-18,service,Initial assessment completed. Child appears safe in current placement.,A. Williams
95.0,167,149,2025-06-22,service,Case review meeting held with team. Progress toward goals noted.,R. Davis
95.0,167,149,2023-10-07,service,Initial assessment completed. Child appears safe in current placement.,M. Johnson
95.0,167,149,2025-04-01,visit,Safety concerns noted during home visit. Follow-up required.,J. Smith
95.0,167,149,2024-06-24,visit,Educational needs assessment conducted. IEP recommended.,A. Williams
95.0,167,149,2024-08-31,court,Parent-child visit supervised. Positive interaction observed.,A. Williams
136.0,59,150,2022-11-16,service,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
142.0,59,150,2023-10-13,review,Safety concerns noted during home visit. Follow-up required.,K. Brown
87.0,59,150,2024-07-24,service,Monthly visit conducted. Child is adjusting well to school.,A. Williams
142.0,59,150,2024-07-31,review,Parent-child visit supervised. Positive interaction observed.,A. Williams
87.0,59,150,2024-04-28,visit,Child expressed desire to maintain contact with siblings.,A. Williams
142.0,59,150,2025-05-25,assessment,Child expressed desire to maintain contact with siblings.,M. Johnson
142.0,59,150,2024-02-04,service,Safety concerns noted during home visit. Follow-up required.,A. Williams
136.0,59,150,2025-01-23,assessment,Court hearing scheduled for next month regarding permanency.,A. Williams
87.0,59,150,2022-09-12,assessment,Case review meeting held with team. Progress toward goals noted.,A. Williams
142.0,59,150,2025-06-12,review,Therapeutic services initiated. Child responding well to counseling.,R. Davis
30.0,350,151,2024-12-01,assessment,Monthly visit conducted. Child is adjusting well to school.,J. Smith
32.0,350,151,2024-12-14,assessment,Safety concerns noted during home visit. Follow-up required.,R. Davis
32.0,350,151,2024-09-01,assessment,Child expressed desire to maintain contact with siblings.,J. Smith
30.0,350,151,2024-05-01,court,Parent-child visit supervised. Positive interaction observed.,K. Brown
30.0,350,151,2022-11-30,review,Court hearing scheduled for next month regarding permanency.,A. Williams
,483,152,2025-04-15,assessment,Parent-child visit supervised. Positive interaction observed.,M. Johnson
,483,152,2025-10-27,assessment,Educational needs assessment conducted. IEP recommended.,M. Johnson
,483,152,2024-10-18,visit,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
,420,153,2025-03-11,service,Educational needs assessment conducted. IEP recommended.,K. Brown
,420,153,2025-01-13,review,Case review meeting held with team. Progress toward goals noted.,M. Johnson
,420,153,2024-08-19,assessment,Medical examination completed. All immunizations up to date.,R. Davis
293.0,124,154,2025-06-09,court,Therapeutic services initiated. Child responding well to counseling.,K. Brown
